"","RNA_S6614Nr10.bam","RNA_S6614Nr11.bam","RNA_S6614Nr12.bam","RNA_S6614Nr13.bam","RNA_S6614Nr14.bam","RNA_S6614Nr15.bam","RNA_S6614Nr16.bam","RNA_S6614Nr17.bam","RNA_S6614Nr18.bam","RNA_S6614Nr1.bam","RNA_S6614Nr2.bam","RNA_S6614Nr3.bam","RNA_S6614Nr4.bam","RNA_S6614Nr5.bam","RNA_S6614Nr6.bam","RNA_S6614Nr7.bam","RNA_S6614Nr8.bam","RNA_S6614Nr9.bam"
"YDL105W",286.026316867755,317.108930411883,259.219746625859,430.402812331652,241.823749116579,405.799369667232,294.272116920183,261.493976849323,343.829368325093,328.87059310327,202.4998504482,271.200216302422,252.426430803262,206.469099109621,256.874934955088,229.893561976567,221.296285722278,301.737760130209
"YDL141W",778.321612245911,853.535713893061,840.459900142605,1038.74271807314,771.470330062129,906.165554094673,856.582789949836,959.466621823081,778.808132951132,1317.93663057057,893.677025944949,1269.21701229534,1245.61827536563,716.246786291784,1204.49836991308,1151.47561391756,916.530225852608,1083.84203438771
"YDR400W",536.299344127041,682.638685527376,827.098057533025,787.20860697023,609.81641081572,718.228972862357,532.655343417541,490.546971608317,550.357747285467,481.852684919965,495.371534980721,628.750581475536,774.579546234308,772.888751534247,469.273291066362,530.060265168678,532.239508720153,702.445505583127
"YDR522C",11.0010121872214,14.2414190304738,2.67236852191607,3.72643127559872,15.7711140728203,5.98524144051964,5.70294800232913,7.86448050674657,20.7682168786969,6.54468841996558,23.4297347626017,7.37664588342589,11.0092524337871,76.7407271026912,9.07685282526813,10.0390201736492,12.5380331853982,4.82780416208335
"YDL173W",3921.86084474441,3793.91402971821,4290.48766193626,5770.37883026462,4418.54045940183,3841.3279565255,3349.91165656813,3996.1391574906,3034.46724394293,2724.22655481067,3354.63595225964,3148.5260311846,2548.64193842172,2797.38221891,3263.12859068389,2552.92283015899,3523.81422675616,2772.36654007636
"YDR279W",576.178013305719,592.443031667709,561.197389602376,706.158726725958,479.704719714952,615.282820085419,542.920649821733,587.869917879306,567.664594684381,747.730651981067,466.084366527469,659.992846393575,611.799885249027,456.790042277924,625.395159660974,502.954910699825,576.749526528317,668.650876448544
"YDR281C",46.7543017956908,36.0782615438669,53.4473704383215,52.1700378583821,78.8555703641018,70.6258489981317,69.5759656284154,52.102183357196,83.0728675147875,35.9957863098107,37.6549308684669,38.6189108014649,56.6190125166194,153.481454205382,22.6921320631703,104.405809805952,26.9567713486061,71.2101113907294
"YDR213W",523.923205416417,656.054703337158,754.944107441291,569.212377347705,475.761941196747,691.89391052407,563.451262630118,609.497239272859,523.820581273799,431.949435717728,408.346805862486,554.116281949109,467.10685326211,328.888830440105,540.072743103454,507.97442078665,515.940065579136,461.05529747896
"YDR179W-A",2722.75051633729,1602.63435489598,2192.67837223214,1449.5817662079,4295.00006583141,2883.68932604236,3398.95700938816,1469.67479469826,3187.92129087997,1366.20370766781,1106.21819129141,1244.04963222247,2335.53426631055,3826.07339411989,1052.9149277311,2007.80403472984,875.154716340794,1444.72039550344
"YDR330W",1401.25392734732,1394.70963705106,904.596744668591,1065.75934482123,1174.94799842512,863.071815722932,734.539702699992,1205.23163765891,849.189312373383,1429.19633370998,1563.09801916214,1653.23651857957,973.532465216318,1140.1479455257,1812.64750920605,953.706916496674,1596.09162450119,975.216440740836
"YDR106W",196.643092846582,120.577347791345,201.763823404664,69.870586417476,245.766527634784,225.045078163538,104.934243242856,84.5431654475256,155.761626590226,242.153471538726,160.661038372126,151.872121129357,100.656022251768,215.60489995518,160.660295007246,90.3511815628428,91.5276422534068,136.385467578855
"YDL178W",6491.972316984,4906.6435699659,5716.19626837848,3958.40162250474,8111.60967145393,6180.36031148058,5706.36977113053,4310.71837776046,5773.56429227773,3987.35141986403,4409.81079281824,3238.34754282397,4369.1004658658,7054.66541294025,4041.9225630919,4966.30327990426,3836.01125307258,4937.63670677074
"YDR484W",2301.96180017607,1501.04556581194,1261.35794234439,1058.30648227004,2441.89416227502,1441.24613887713,1441.7052549888,1315.33436475336,1572.61553364799,1341.66112609294,1617.48847486104,1531.73882167608,2145.2314742408,2638.41928419729,1396.92764980876,1396.4277061546,1163.52947960495,1194.88153011563
"YDR308C",8986.45183043645,3825.24515158525,3419.29552379162,1614.47635015315,15709.3438760351,5140.12534911827,5236.44685573861,2342.63213094713,6269.69391771326,2914.84060504217,3552.11514525872,4419.04480451819,6604.76508509843,20668.8358329915,2283.73617083746,3297.81812704376,3143.28491957933,3152.55611784043
"YDL192W",31374.8867579553,25750.3844629673,30772.3235298636,19701.6421540904,40132.2282773035,37351.4977337069,30940.7740918365,19208.9936377285,31625.3791469489,20834.1974989079,18969.7173952921,21157.5221547037,30245.5619363086,47522.6088384261,19688.6014632891,23705.1383360379,21181.7532634117,26461.1946123788
"YDL202W",1062.97280259026,963.669354395392,983.431616065115,910.180839064988,1042.20778831221,943.274051025895,936.424061982443,935.873180302841,1019.95020670933,1123.23215007659,1057.68516928316,1142.94619158493,1078.90673851114,997.629452334985,1234.45198423647,908.531325715253,1112.75044520409,1147.81043953532
"YDR146C",2257.95775142718,1994.74809220169,2585.5165449538,1657.33030982253,2360.41007289878,2730.46714516506,2569.74836984951,2966.87527117014,3410.60272741266,2621.14771219621,3099.41919859559,3285.21094020102,2817.58224787566,2667.65384690307,2849.22410185167,2883.20659387205,3050.50347400738,3237.04269067688
"YDR241W",5153.97420971321,4167.03920831663,4059.32778479052,2538.63130650163,7468.9367729865,4852.83375997332,4101.56020327511,3511.49054626234,5137.82609782429,2103.29924096644,4451.64960489432,967.642371767043,1710.36600310621,7019.94936972713,2309.15135874821,4459.33276113498,2256.2190717124,3129.62404807053
"YDL158C",1056.09716997325,816.508024413829,1123.73096346571,640.94617940298,1612.59641394588,1545.38933994217,1394.94108136971,521.02183357196,1279.55291769305,544.845310962134,482.819891357898,348.438037905352,971.173339694792,1750.419442009,455.65801182846,975.792760878702,181.801481188274,616.751981706148
"YDL185W",12883.5603977596,11467.1906033375,11280.0675310077,10301.7192613927,11861.192042267,10772.2375446472,10770.5875971988,10756.6432131026,12159.790982477,10255.5267540861,10341.7175689641,15912.2930112418,20772.8865922086,15859.7502678895,11086.4680407825,12294.7880066682,11816.4693755785,10825.1438824314
"YDR251W",4107.50292540378,3554.65819000625,3524.8540804073,3023.99898014836,3434.16008935663,3105.14325934159,2976.93885721581,3835.90036716564,3362.1435546957,3400.78372022461,3835.7822911345,3525.60281193149,2919.02464530127,2611.01188166061,3637.09492708494,3464.46586192634,3605.93834412052,3221.35232715011
"tL(UAA)D",0,0,0,0,0,4.78819315241571,0,0.983060063343321,0,0,1.67355248304298,1.7356813843355,0,0,0,0,0,3.62085312156251
"YDR192C",335.530871710251,368.378038921588,444.949358899026,490.025712741232,248.395046646921,414.178707683959,417.455793770492,431.563367807718,358.828636070818,539.93679464716,384.080294858363,618.770413515607,449.806599437588,226.56786096985,482.888570304264,408.588121067522,426.920029962808,483.987367248856
"YDR368W",4390.77898922473,5033.8669133048,3844.20211877627,3848.47189987458,4097.86113992115,3781.47554212031,2443.1429241978,3594.06759158318,2905.24278336437,3599.57863098107,4797.23819264269,4694.58422428145,4129.25603784401,5099.60403199074,4660.96392577518,2766.75395985772,4789.52867682211,3640.16433821084
"YDR494W",3198.54429343461,1853.28332983232,1686.26453732904,1357.35259213683,3624.72771773654,2019.42046203133,1807.83451673833,1706.59226996401,2217.58404671419,1838.23935995783,2033.36626689722,2154.84843865253,2057.15745477051,3358.32039082729,1782.69389488266,1761.84804047543,1819.26861520128,1815.25436494334
"YDR399W",3129.78796726448,2493.19775826827,3384.55473300671,2689.55177316338,2967.59796470236,5101.81980389894,3515.29714863568,2326.90316993364,4498.62653389106,4006.98548512392,1722.92228129274,3517.79224570198,5054.81961745597,3687.2092212674,2272.84394744714,2974.56167745226,2565.90849139174,4287.09009593001
"YDR070C",3743.09439670207,1679.53801766054,1018.17240685002,425.744773237154,1750.59366208306,701.470296828902,231.539688894563,782.515810421283,589.586601389672,1536.36560658692,3431.61936647962,1605.07136016426,647.186768071914,2128.64159701512,2530.62656768475,475.849556230972,2154.66100291068,965.56083241667
"YDR138W",1767.03758257243,1614.02749012036,1356.22702487241,1526.90521517658,1846.53460602605,1299.99444088087,1520.40593742095,1525.70921830883,1541.46320832995,1275.39615584079,1477.74684252695,1335.60682524617,1123.73012342013,1686.46883609009,1271.66708082006,1541.99349867252,1288.90981145893,1328.85309561344
"YDR031W",35492.0155690229,20576.0022152285,20964.7310544316,9811.69354865143,43143.1968057061,22763.0702465843,13974.5037849073,12411.1332997094,18414.4856324446,11022.0733852745,23456.5116023303,6370.38460085738,6537.92319532186,35273.3270647013,14270.6280118866,16111.6234766896,14356.0479972809,13634.9259047639
"YDR255C",1364.12551121545,863.02999324671,708.17765830776,666.099590513271,1164.43392237657,739.775842048227,539.498881020336,801.193951624806,557.280486245033,1448.01231291738,1272.73666335418,1225.39105734087,581.917628643033,718.073946460896,1392.38922339613,671.610449617132,1060.09070582542,876.246455418128
"YDL060W",302.527835148587,461.42197658735,427.578963506572,1038.74271807314,224.73837553769,441.710818310349,734.539702699992,691.091224530355,515.744052487639,783.726438290878,259.400634871661,500.310159034709,778.511422103517,321.580189763658,370.33559527094,620.411446731521,462.653424541193,564.853086963752
"YDR048C",35.7532896084694,7.59542348291934,18.7065796534125,11.1792938267962,65.7129753034181,4.78819315241571,12.5464856051241,2.94918019002996,9.23031861275416,13.0893768399312,12.5516436228223,5.64096449909039,6.29100139073549,23.753082198452,3.63074113010725,5.0195100868246,8.77662322977873,2.41390208104167
"YDR067C",1831.66852917236,1551.36524638628,1205.23820338415,1239.03839913657,1676.99512974323,1302.38853745707,1141.73019006629,1452.96277362143,1258.78470081435,1627.99124446644,1703.67642773775,1385.07374469973,1396.60230874328,1668.19723439898,1514.01905125472,1252.86971767142,1449.39663623203,1523.1722131373
"YDR126W",308.028341242198,632.319004953035,594.601996126327,689.389785985763,331.193395529227,568.597936849366,441.408175380275,537.733854648797,391.134751215458,368.956809675559,506.2496261205,355.380763442694,377.46008344413,416.592518557466,394.843097899164,466.814438074688,548.538951861171,517.781996383439
"YDR315C",3234.29758304308,1787.77280229214,1555.31847975516,1003.34162095496,4819.38960875269,2119.97251823206,1545.49890863119,1011.56880518028,2096.43611492179,1031.60651219707,1395.74277085784,1167.24573096563,2029.63432368604,5563.70271494511,872.285556508267,1126.37806348344,1014.95378635798,1209.36494260188
"YDL126C",15910.2138757689,14077.1679976556,9652.59510116086,11352.5728811115,12122.7296839746,8928.7831809672,7399.00473822182,11026.984730522,8189.60018916613,13402.703798037,15737.2507742946,16701.1602004223,13699.4419035004,15119.7503993993,15483.2955493424,9297.13658281653,16563.3687395703,10461.8516192346
"YDR262W",3437.81630850667,3742.64492120851,3667.82579632981,3569.92116202357,3209.42171381894,3168.5868186111,2893.6758163818,3645.18671487703,3136.00074868323,2803.58090190275,3370.53470084855,2745.84795001877,2568.30131776777,2420.98722407299,3533.61880487688,3146.22892242166,3342.63964722716,3395.15327698511
"tQ(UUG)D3",4.12537957020801,1.89885587072984,1.33618426095804,3.72643127559872,3.94277851820509,0,4.5623584018633,2.94918019002996,0,2.45425815748709,12.5516436228223,1.7356813843355,3.14550069536775,1.82716016911169,0.907685282526813,5.0195100868246,3.13450829634955,0
"YDR345C",113903.105059967,130441.904039786,64178.2662380755,99797.5559918093,85507.0377243137,60215.1200364919,68530.0449647882,107147.648544042,43182.8918399438,59612.2944732564,123206.933801624,72757.5940296139,76555.1959238602,110329.412491471,104660.651501754,93600.8123930531,163256.476303751,58828.0006660261
"YDR079W",4401.78000141195,2393.50782505496,1847.94283290497,1440.26568801891,5606.63105288763,2546.12170879705,2164.83906168414,1704.62614983732,2919.0882612835,1857.87342521773,2493.59319973403,2042.02914867072,2643.00695928275,6314.66554445001,1580.28007687918,1860.2304381772,1876.31666619484,2046.98896472334
"YDR433W",38.5035426552748,31.3311218670423,24.0513166972447,34.4694892992882,43.370563700256,41.8966900836375,29.6553296121115,32.4409820903296,20.7682168786969,61.3564539371773,43.5123645591174,39.4867514936327,34.6005076490452,34.7160432131222,49.9226905389747,36.1404726251371,16.9263448002876,33.7946291345834
"YDL144C",547.300356314263,725.362942618797,865.847401100808,762.986803678838,438.962675026833,713.440779709941,541.780060221267,661.599422630055,674.967048557648,792.72538486833,679.462308115448,932.928744080333,758.852042757469,504.296206674828,792.409251645908,598.325602349492,877.662322977873,820.726707554169
"YDR306C",1203.23570797734,984.55676897342,1007.48293276236,1056.44326663224,1096.09242806101,958.835678771246,806.396847529339,1056.78956809407,893.033325783965,1025.06182377711,1015.84635720709,1004.95952153026,846.139687053924,831.357876945821,1118.26826807303,834.242576430249,861.362879836856,849.693532526669
"YDR292C",2321.21357150371,2580.54512832185,2171.29942405681,2151.08245383936,1788.70718775904,2505.42206700152,2378.12931697125,2839.07746293551,2434.49653411391,2597.42321667384,2374.77097343798,2588.7687847364,2151.52247563154,1881.97497418504,2964.50013273257,2584.0437926973,2802.87731859577,3060.82783876084
"YDL009C",112.760374919019,56.0162481865302,45.4302648725733,43.785567488285,109.083539003674,37.1084969312218,45.6235840186331,38.3393424703895,31.1523253180453,66.2649702521515,82.8408479106273,44.2598753005553,38.5323835182549,257.629583844749,47.1996346913943,48.1872968335162,54.5404443564821,16.8973145672917
"YDR290W",0,0,0,0,0,0,0,0,0,0,0,0,0,1.82716016911169,0.907685282526813,0,0,0
"YDR282C",963.963692905272,646.560423983509,510.42238768597,469.530340725439,1157.86262484623,545.854019375391,564.591852230584,531.835494268737,599.970709829021,622.563485949225,697.871385428921,534.589866375335,575.626627252298,1057.92573791567,566.395616296731,509.982224821379,583.645444780286,499.677730775626
"YDR170C",4917.45244768795,3415.09228350761,3544.89684432167,3750.65307889011,3992.72037943569,3606.70649205713,3822.11575116098,4780.62108803857,4077.49324718415,3008.10241502668,3650.85474175825,3559.44859892603,4042.7547687214,3608.6413339956,2867.3778075022,3917.22567175792,3175.88380586136,3052.3791814772
"YDR174W",4899.57580288371,6124.75961103909,5077.50019164054,6783.96813722747,4375.16989570158,5221.52463270933,4865.75523558721,5741.07076992499,4333.63458868808,5906.58129901893,6168.71445249641,7166.62843592129,5491.25783893824,4630.02386852903,6855.74693892502,4788.61262283067,7173.63568702557,6507.88001048835
"YDL218W",20.62689785104,28.4828380609475,17.3703953924545,27.9482345669904,17.0853735788887,23.9409657620786,33.077098413509,33.4240421536729,10.3841084393484,46.6309049922547,51.8801269743322,45.561636338807,56.6190125166194,95.0123287938081,82.59936070994,34.1326685904073,46.3907227859733,37.4154822561459
"YDL062W",0,1.89885587072984,1.33618426095804,0,0,0,4.5623584018633,5.89836038005993,2.30757965318854,0,0,0.867840692167752,0,1.82716016911169,1.81537056505363,0,4.38831161488937,2.41390208104167
"YDL048C",7212.538615247,6185.52299890244,2455.90667164087,4590.96333153762,5780.11330768866,2615.55050950708,4942.17473881843,6353.51718938788,1571.4617438214,2832.2139137401,5405.57452022881,2416.06848699502,4962.02734694262,5923.65326826011,2140.32189619822,3728.49209249331,5267.22774118578,1386.78674555844
"YDR500C",13037.5745683807,19240.1571101701,25971.4134802414,22965.9959515149,12152.9576526141,25452.8377499538,27093.5653694652,20056.3914123304,20756.6789804309,22013.0595005542,15652.736373901,20442.8553447036,24801.4866078008,17694.2190776776,17453.8802977081,24937.930013362,21373.5851711483,26411.7096197175
"YDR112W",0,5.69656761218951,0,0,5.25703802427345,7.18228972862357,0,1.96612012668664,2.30757965318854,0.818086052495697,4.18388120760744,1.7356813843355,1.57275034768387,0,0.907685282526813,0,1.25380331853982,2.41390208104167
"YDR538W",379.534920459137,478.511679423919,423.570410723698,510.521084757025,356.164326144526,428.543287141206,463.079377789125,537.733854648797,399.211280001618,526.029331754733,379.059637409234,433.052505391708,456.097600828323,317.925869425435,530.995890278185,450.752005796849,460.145817904114,426.053717303855
"YDL011C",0,0.949427935364918,0,0,1.31425950606836,3.59114486431178,2.28117920093165,0,3.46136947978281,0,1.67355248304298,0,0,0,0,0,0,0
"YDR355C",0,0,2.67236852191607,0,5.25703802427345,0,2.28117920093165,0,0,0,0,0.867840692167752,1.57275034768387,0,0,1.00390201736492,0,0
"YDR301W",1335.24785422399,1114.62839611841,1052.91319763493,1430.94960982991,1525.85528654537,1053.40249353146,1645.87079347219,1586.65894223612,1334.93482936957,1299.93873741566,1416.66217689588,1246.21923395289,1389.5249321787,1160.24670738593,1214.48290802088,1704.62562548563,1242.51908867296,1150.22434161636
"YDR412W",332.780618663446,489.904814648298,442.27699037711,830.994174458515,273.365977262219,763.716807810306,676.369633076235,643.904341489875,598.816920002426,881.078678537866,374.038979960105,651.314439471898,909.049700961279,442.17276092503,472.904032196469,635.469976991994,493.371605845419,821.93365859469
"YDR530C",1094.60071262853,986.45562484415,980.759247543199,1205.50051765619,875.296831041529,796.037111589112,955.814085190362,1013.53492530696,829.57488532128,1068.42038455938,1218.34620765529,1372.05613431722,902.758699570543,992.14797182765,1281.65161892786,888.453285367954,1614.89867427929,1013.8388740375
"YDR227W",2271.70901666121,1889.36159137619,2111.1711323137,1675.96246620052,2548.34918226655,2450.35784574874,2112.37194006271,1983.81520782682,2226.81436532694,1466.01020607229,1599.07939754756,1515.24984852489,1874.71841443918,2190.76504276492,1475.8962693886,2082.09278401484,1237.5038753988,1636.62561094625
"YDR041W",6859.13109873252,3524.27649607458,3466.06197292515,3529.86202581089,7765.95942135795,3655.7854718694,3645.32436308878,3990.24079711054,4194.02601967017,3791.01076726506,6151.14215142446,3804.17967411734,3445.10963660152,8583.99847448674,3633.46418595483,3499.60243253411,4771.34852870328,3257.56085836574
"YDR015C",0,0,0,0,0,0,0,0,0,1.63617210499139,0,0,0,0,0,0,0,0
"YDL008W",2319.8384449803,1755.49225248973,1712.9882225482,1141.21957815211,3145.02299802159,1932.03593699974,1667.54199588104,1103.97645113455,1775.68254312858,1066.78421245439,1555.56703298845,1361.20812566512,1756.76213836289,4920.54233541779,1173.63707030717,1344.22480125163,1460.05396443962,1328.85309561344
"YDR234W",756.319587871468,905.754250338132,1235.97044138618,2201.38927605994,653.186974515976,1156.34864630839,2147.73021767715,1326.14802545014,1208.0179484442,1692.6200426136,796.610981928456,1393.31823127533,2381.93040156723,917.23440489407,1159.11410578674,1838.14459379517,1258.19163015471,1365.06162682907
"YDR511W",1175.73317750928,1327.30025364016,1066.27504024451,795.593077340327,1159.1768843523,1107.26966649613,744.805009104185,790.38029092803,778.808132951132,1332.66217951549,1338.00521019286,1615.91936881635,1203.15401597816,1485.48121748781,1479.5270105187,903.511815628428,1639.97474065008,1381.95894139636
"YDR519W",6333.8327667927,4870.56530842203,6221.27391902062,3092.00635092804,8022.24002504128,5251.45083991193,5032.28131725523,3254.91186972974,5516.26916094721,2273.46113988554,3426.59870903049,2515.00232590214,3701.467943274,8748.44288970679,2565.11860842077,3903.17104351481,3140.77731294225,3554.47081433386
"YDL086C-A",24.7522774212481,39.8759732853266,49.4388176554474,45.6487831260843,28.913709133504,41.8966900836375,54.7483008223597,41.2885226604195,56.5357015031192,103.078842614458,48.5330220082463,85.9162285246074,59.7645132119872,73.0864067644678,80.7839901448863,49.1911988508811,52.6597393786724,74.8309645122919
"YDR250C",2.75025304680534,1.89885587072984,6.68092130479019,2.79482345669904,7.88555703641017,2.39409657620786,4.5623584018633,3.93224025337328,9.23031861275416,16.3617210499139,10.0413148982579,6.50880519125814,4.71825104305162,12.7901211837819,7.2614822602145,3.01170605209476,5.01521327415928,7.24170624312502
"YDR465C",462.042511863297,459.52312071662,599.946733170159,830.062566639615,337.764693059569,721.820117726669,1342.47395974828,586.886857815963,707.273163702288,1332.66217951549,263.584516079269,730.287942459163,1864.49553717923,387.357955851679,607.241454010438,1058.11272630263,410.620586821791,661.409170205419
"YDL001W",1039.59565169242,1007.34303942218,895.243454841885,966.077308198968,992.265927081614,1039.03791407421,846.317483545643,909.330558592572,959.953135726433,1100.32574060671,809.162625551279,1211.0716859201,1363.57455144192,1094.4689412979,1052.9149277311,789.066985648827,910.261209259909,1203.33018739927
"YDR454C",3996.11767700816,6369.71201836323,6674.24038348539,6701.9866491643,3962.49241079611,7731.73489286327,6850.38114039775,6351.5510692612,5822.02346499469,8707.7079427642,5570.41943980854,7443.90353706889,9129.02939313104,5112.39415317452,8151.92152237331,7484.08953945548,7134.76778415084,9428.70152854878
"YDR013W",2787.38146293721,1613.078062185,1631.48098262976,918.565309435085,4218.77301447944,2187.00722236588,1665.26081668011,915.228918972632,2403.34420879586,1030.78842614458,1202.44745906638,1201.95935865234,1734.74363349531,4458.27081263253,825.9936070994,1358.27942949474,977.339686801789,1179.19116658886
"YDR076W",290.151696437963,265.839821902177,228.487508623824,455.556223441944,306.222464913928,269.335864823384,476.766452994715,358.816923120312,327.676310752773,283.875860216007,238.481228833624,191.358872622989,308.259068146039,480.543124476376,191.521594613158,321.248645556774,252.014467026504,231.734599780001
"YDL095W",7747.46283285064,11544.094266102,14418.7643599982,9400.85450051667,6343.93063579199,11342.0325297847,10166.0751089519,10790.0672552563,10989.8480983104,6044.83784189071,7014.69523267463,6691.91957730553,8739.77368207929,6179.45569193575,8457.81146258484,10914.4227327914,9145.24140542944,10140.8026424561
"YDL007C-A",0,8.54485141828426,0,1.86321563779936,2.62851901213672,0,4.5623584018633,0,0,1.63617210499139,1.67355248304298,0,0,7.30864067644678,0,2.00780403472984,0,0
"YDL130W",9715.26888783986,15724.4254655138,20693.4856494571,19798.529367256,8449.3743645135,20194.2046203133,22272.2931282962,17408.0276016835,16727.6449059637,23967.4670799664,13254.5356657004,18836.482223501,26277.5128091022,13590.4173378528,18140.0903712984,20717.5259323599,17074.9204935345,24510.7617308972
